"ensembl","symbol","entrez"
"ENSRNOG00000005689","Yeats4","299810"
"ENSRNOG00000005825","Lyz2","25211"
"ENSRNOG00000005927","Cpsf6","299811"
"ENSRNOG00000034134",NA,NA
"ENSRNOG00000006304","Mdm2","314856"
"ENSRNOG00000027622","Slc35e3","362883"
"ENSRNOG00000006541","Nup107","116555"
"ENSRNOG00000007048","Rap1b","171337"
"ENSRNOG00000007286","Mdm1","314859"
"ENSRNOG00000007821","Dyrk2","314862"
"ENSRNOG00000007834","Cand1","117152"
"ENSRNOG00000058262",NA,NA
"ENSRNOG00000042668","Msrb3","680036"
"ENSRNOG00000004453",NA,NA
"ENSRNOG00000024027","Lemd3","680066"
"ENSRNOG00000004476","Wif1","114557"
"ENSRNOG00000023951","Tbc1d30","299824"
"ENSRNOG00000047350",NA,NA
"ENSRNOG00000005388","Rassf3","362886"
"ENSRNOG00000005528","Tbk1","299827"
"ENSRNOG00000007088","Xpot","314879"
"ENSRNOG00000023824","C7h12orf56","500841"
"ENSRNOG00000028782","Kics2","500843"
"ENSRNOG00000004603","Srgap1","314903"
"ENSRNOG00000004421","Rxylt1","299841"
"ENSRNOG00000004013","Grip1","84016"
"ENSRNOG00000004189","Helb","500837"
"ENSRNOG00000004226","Irak3","314870"
"ENSRNOG00000004312","Tmbim4","362884"
"ENSRNOG00000004316","Llph","299818"
"ENSRNOG00000042460","Hmga2","84017"
"ENSRNOG00000046159","Gns","299825"
"ENSRNOG00000004180",NA,NA
"ENSRNOG00000023202","Usp15","171329"
"ENSRNOG00000004185","Mon2","314894"
"ENSRNOG00000004314","Ppm1h","314897"
"ENSRNOG00000007839","Slc16a7","29735"
"ENSRNOG00000007654","Lrig3","299830"
"ENSRNOG00000045629","Atp23","299828"
"ENSRNOG00000047598",NA,NA
"ENSRNOG00000050419","Avil","79253"
"ENSRNOG00000048843","Tsfm","679068"
"ENSRNOG00000047895","Mettl1","679091"
"ENSRNOG00000046214","Cyp27b1","114700"
"ENSRNOG00000046245","Marchf9","679272"
"ENSRNOG00000025602","Cdk4","94201"
"ENSRNOG00000025592","Tspan31","362890"
"ENSRNOG00000025584","Agap2","65218"
"ENSRNOG00000025570","Os9","362891"
"ENSRNOG00000004839","B4galnt1","64828"
"ENSRNOG00000029465","Slc26a10","366909"
"ENSRNOG00000005034","Arhgef25","314904"
"ENSRNOG00000005129","Dtx3","500847"
"ENSRNOG00000005138","Pip4k2c","140607"
"ENSRNOG00000005299","Kif5a","314906"
"ENSRNOG00000025481","Dctn2","299850"
"ENSRNOG00000006209","Mbd6","362892"
"ENSRNOG00000006789","Ddit3","29467"
"ENSRNOG00000025459","Mars1","299851"
"ENSRNOG00000006946","Arhgap9","362893"
"ENSRNOG00000025120","Gli1","140589"
"ENSRNOG00000007801","R3hdm2","362894"
"ENSRNOG00000031851","Coxfa4l2","100362331"
"ENSRNOG00000008106","Shmt2","299857"
"ENSRNOG00000025059","Nxph4","59316"
"ENSRNOG00000025053","Lrp1","299858"
"ENSRNOG00000025023","Stat6","362896"
"ENSRNOG00000008415","Nab2","314910"
"ENSRNOG00000029651","LOC120093075","120093075"
"ENSRNOG00000046492","Nemp1","679504"
"ENSRNOG00000004306","Zbtb39","299510"
"ENSRNOG00000024967","Uqcrb","362897"
"ENSRNOG00000004492","Mterf3","299514"
"ENSRNOG00000052289","Ptdss1","314553"
"ENSRNOG00000033952","Esco2-ps1","685024"
"ENSRNOG00000004936","Sdc2","25615"
"ENSRNOG00000006278","Tspyl5","314555"
"ENSRNOG00000006870","Mtdh","170910"
"ENSRNOG00000006766","Laptm4b","315047"
"ENSRNOG00000006060","Matn2","299996"
"ENSRNOG00000005975",NA,NA
"ENSRNOG00000005437","Rida","65151"
"ENSRNOG00000005243","Pop1","315045"
"ENSRNOG00000005190","Nipal2","362899"
"ENSRNOG00000011369",NA,NA
"ENSRNOG00000011278","Stk3","65189"
"ENSRNOG00000051838",NA,NA
"ENSRNOG00000058166",NA,NA
"ENSRNOG00000010807","Cox6c","54322"
"ENSRNOG00000025551","Rgs22","500853"
"ENSRNOG00000010408",NA,NA
"ENSRNOG00000010078","Spag1","315033"
"ENSRNOG00000009658","Rnf19a","362900"
"ENSRNOG00000025504","Ankrd46","299982"
"ENSRNOG00000008639","Pabpc1","171350"
"ENSRNOG00000008195","Ywhaz","25578"
"ENSRNOG00000060956","Zfp706","500855"
"ENSRNOG00000055234",NA,NA
"ENSRNOG00000042978","Ncald","553106"
"ENSRNOG00000025454","Rrm2b","299976"
"ENSRNOG00000006816","Ubr5","117060"
"ENSRNOG00000029443",NA,NA
"ENSRNOG00000006118","Klf10","81813"
"ENSRNOG00000005333","Azin1","58961"
"ENSRNOG00000004846","Atp6v1c1","299971"
"ENSRNOG00000004697","Baalc","140720"
"ENSRNOG00000004660","Fzd6","282581"
"ENSRNOG00000004578","Cthrc1","282836"
"ENSRNOG00000004403","Slc25a32","315023"
"ENSRNOG00000004301","Dcaf13","362902"
"ENSRNOG00000004201","Rims2","116839"
"ENSRNOG00000004152","Lrp12","314941"
"ENSRNOG00000029130",NA,NA
"ENSRNOG00000004109","Zfpm2","314930"
"ENSRNOG00000056487","Oxr1","117520"
"ENSRNOG00000005854","Angpt1","89807"
"ENSRNOG00000037687","Rspo2","500863"
"ENSRNOG00000005123","Emc2","362905"
"ENSRNOG00000005114",NA,NA
"ENSRNOG00000024929","Nudcd1","362906"
"ENSRNOG00000004681","Eny2","685258"
"ENSRNOG00000004398","Pkhd1l1","314917"
"ENSRNOG00000004220","Ebag9","299864"
"ENSRNOG00000004200","Sybu","500865"
"ENSRNOG00000054487",NA,NA
"ENSRNOG00000024507","Smg5l1","314915"
"ENSRNOG00000060927",NA,NA
"ENSRNOG00000004117","Kcnv1","60326"
"ENSRNOG00000004937","Csmd3","314942"
"ENSRNOG00000024998","Trps1","299897"
"ENSRNOG00000004387",NA,NA
"ENSRNOG00000004420","Rad21","314949"
"ENSRNOG00000004708","Aard","246323"
"ENSRNOG00000004844","Med30","299905"
"ENSRNOG00000024886","Ext1","299907"
"ENSRNOG00000043390",NA,NA
"ENSRNOG00000008336","Tnfrsf11b","25341"
"ENSRNOG00000008615","Mal2","362911"
"ENSRNOG00000008697",NA,NA
"ENSRNOG00000004089","Enpp2","84050"
"ENSRNOG00000034022","Taf2","170844"
"ENSRNOG00000026502","Dscc1","299933"
"ENSRNOG00000032401",NA,NA
"ENSRNOG00000004328","Deptor","314979"
"ENSRNOG00000026415","Col14a1","314981"
"ENSRNOG00000004401","Mrpl13","299938"
"ENSRNOG00000004412","Mtbp","500870"
"ENSRNOG00000004821","Sntb1","299940"
"ENSRNOG00000004854","Has2","25694"
"ENSRNOG00000005417","Zhx2","314988"
"ENSRNOG00000005551","Derl1","362912"
"ENSRNOG00000006103","Tbc1d31","299949"
"ENSRNOG00000006370","C7h8orf76","314992"
"ENSRNOG00000006412","Zhx1","171159"
"ENSRNOG00000006700","Ntaq1","362914"
"ENSRNOG00000025604","Atad2","314993"
"ENSRNOG00000006738","Fbxo32","171043"
"ENSRNOG00000008271","Fam91a1","689997"
"ENSRNOG00000008934","Tmem65","500874"
"ENSRNOG00000008978","Trmt12","314999"
"ENSRNOG00000008987","Rnf139","315000"
"ENSRNOG00000047198","Tatdn1","690068"
"ENSRNOG00000009364",NA,NA
"ENSRNOG00000009001","Mtss1","362918"
"ENSRNOG00000009550","Sqle","29230"
"ENSRNOG00000009739","Washc5","362919"
"ENSRNOG00000003964","Nsmce2","299957"
"ENSRNOG00000004100","Trib1","78969"
"ENSRNOG00000055178",NA,NA
"ENSRNOG00000004744","Lratd2","120093666"
"ENSRNOG00000004500","Myc","24577"
"ENSRNOG00000062170",NA,NA
"ENSRNOG00000061246","Cyrib","299909"
"ENSRNOG00000058733","Asap1","314961"
"ENSRNOG00000004890","Adcy8","29241"
"ENSRNOG00000025528","Efr3a","362923"
"ENSRNOG00000005206","Kcnq3","29682"
"ENSRNOG00000025460","Tmem71","690657"
"ENSRNOG00000005486","Phf20l1","314964"
"ENSRNOG00000006104",NA,NA
"ENSRNOG00000056714","Sla","338477"
"ENSRNOG00000007078","Ccn4","65154"
"ENSRNOG00000007393","Ndrg1","299923"
"ENSRNOG00000008209","St3gal1","362924"
"ENSRNOG00000054367",NA,NA
"ENSRNOG00000046527",NA,NA
"ENSRNOG00000025140","Zfat","362925"
"ENSRNOG00000009539","Khdrbs3","64015"
"ENSRNOG00000005159","Fam135b","315069"
"ENSRNOG00000024824","Col22a1","315071"
"ENSRNOG00000027569","Trappc9","315059"
"ENSRNOG00000009265","Kcnk9","84429"
"ENSRNOG00000009103",NA,NA
"ENSRNOG00000008533","Ago2","59117"
"ENSRNOG00000007916","Ptk2","25614"
"ENSRNOG00000010794","Dennd3","315055"
"ENSRNOG00000007818","Slc45a4","315054"
"ENSRNOG00000007628","Ptp4a3","362930"
"ENSRNOG00000029450","Adgrb1","362931"
"ENSRNOG00000043465","Arc","54323"
"ENSRNOG00000027238","Jrk","315073"
"ENSRNOG00000005929","Them6","300015"
"ENSRNOG00000006086","Lynx1","300018"
"ENSRNOG00000007091","Ly6e","362934"
"ENSRNOG00000048148","Ly6l","686432"
"ENSRNOG00000051156",NA,NA
"ENSRNOG00000007334",NA,NA
"ENSRNOG00000007489","Zfp41","100910508"
"ENSRNOG00000021765","Gli4","500893"
"ENSRNOG00000007500","Ly6h","300025"
"ENSRNOG00000007597","Rhpn1","300030"
"ENSRNOG00000007684","Zc3h3","300032"
"ENSRNOG00000007728","Gsdmd","315084"
"ENSRNOG00000007939","Naprt","315085"
"ENSRNOG00000021638","Eef1d","300033"
"ENSRNOG00000008686","Tigd5","300034"
"ENSRNOG00000054724",NA,NA
"ENSRNOG00000009020","Gfus","300036"
"ENSRNOG00000009302","Zfp623","102547932"
"ENSRNOG00000043439",NA,NA
"ENSRNOG00000057901","Zfp707","315088"
"ENSRNOG00000047521","Ccdc166","680799"
"ENSRNOG00000009336","Mapk15","286997"
"ENSRNOG00000030264","Sack1h","362937"
"ENSRNOG00000032574","Scrib","362938"
"ENSRNOG00000009960","Puf60","84401"
"ENSRNOG00000029535","Nrbp2","680451"
"ENSRNOG00000023781","Plec","64204"
"ENSRNOG00000029941","Grina","266668"
"ENSRNOG00000037299","Smpd5","100359829"
"ENSRNOG00000011781","Oplah","116684"
"ENSRNOG00000012348","Exosc4","300045"
"ENSRNOG00000029280","Gpaa1","300046"
"ENSRNOG00000012457","Cyc1","300047"
"ENSRNOG00000012812","Sharpin","81859"
"ENSRNOG00000013514","Maf1","315093"
"ENSRNOG00000029238","Hgh1","315094"
"ENSRNOG00000030355","Mroh1","100125385"
"ENSRNOG00000021773","Bop1","300050"
"ENSRNOG00000021732","Hsf1","79245"
"ENSRNOG00000028711","Dgat1","84497"
"ENSRNOG00000025594","Scrt1","366951"
"ENSRNOG00000025497","Fbxl6","362941"
"ENSRNOG00000032561","Slc52a2","362942"
"ENSRNOG00000030334","Adck5","362943"
"ENSRNOG00000030705","Cpsf1","366952"
"ENSRNOG00000014633","Vps28","300052"
"ENSRNOG00000014703","Tonsl","366953"
"ENSRNOG00000014811","Zftraf1","108348051"
"ENSRNOG00000060123","Kifc2","300053"
"ENSRNOG00000015450","Ppp1r16a","362944"
"ENSRNOG00000033915","Gpt","81670"
"ENSRNOG00000032446","Recql4","300057"
"ENSRNOG00000015685","Slc33a2","500899"
"ENSRNOG00000016128","Lrrc14","500900"
"ENSRNOG00000016204","Lrrc24","362945"
"ENSRNOG00000045765",NA,NA
"ENSRNOG00000016566","Arhgap39","500901"
"ENSRNOG00000030308","Zfp251","366954"
"ENSRNOG00000050497",NA,NA
"ENSRNOG00000048523",NA,NA
"ENSRNOG00000050661",NA,NA
"ENSRNOG00000034107","C7h8orf33","681282"
"ENSRNOG00000004688","Rbfox2","362950"
"ENSRNOG00000050695","Zfp7","315101"
"ENSRNOG00000004484","Commd5","245974"
"ENSRNOG00000048456",NA,NA
"ENSRNOG00000050651",NA,NA
"ENSRNOG00000004860",NA,NA
"ENSRNOG00000004843",NA,NA
"ENSRNOG00000049236","Myh9","25745"
"ENSRNOG00000005614",NA,NA
"ENSRNOG00000005749","Foxred2","315112"
"ENSRNOG00000005804","Eif3d","362952"
"ENSRNOG00000006226",NA,NA
"ENSRNOG00000006440","Ift27","300062"
"ENSRNOG00000000187","Csf2rb","171081"
"ENSRNOG00000000186","Tst","25274"
"ENSRNOG00000000185","Mpst","192172"
"ENSRNOG00000000231","Kctd17","300317"
"ENSRNOG00000007300","C1qtnf6","315114"
"ENSRNOG00000007332","Sstr3","171044"
"ENSRNOG00000007350","Rac2","366957"
"ENSRNOG00000007679","Cyth4","500906"
"ENSRNOG00000007934","Elfn2","100910536"
"ENSRNOG00000008133","Mfng","315119"
"ENSRNOG00000008517","Cdc42ep1","315121"
"ENSRNOG00000008897","Gga1","300066"
"ENSRNOG00000009360","Sh3bp1","300067"
"ENSRNOG00000009570","Pdxp","727679"
"ENSRNOG00000009884","Lgals1","56646"
"ENSRNOG00000010209","Nol12","362955"
"ENSRNOG00000059015","Triobp","362956"
"ENSRNOG00000055408","Gcat","366959"
"ENSRNOG00000010821","Ankrd54","362957"
"ENSRNOG00000011020","Eif3l","300069"
"ENSRNOG00000026212","Micall1","362958"
"ENSRNOG00000011170","C7h22orf23","315126"
"ENSRNOG00000011214","Polr2f","83503"
"ENSRNOG00000011305","Sox10","29361"
"ENSRNOG00000011507","Pick1","84591"
"ENSRNOG00000012215","Baiap2l2","685357"
"ENSRNOG00000012295","Pla2g6","360426"
"ENSRNOG00000012886","Maff","366960"
"ENSRNOG00000022802","Tmem184b","362959"
"ENSRNOG00000013076","Csnk1e","58822"
"ENSRNOG00000013869","Kcnj4","116649"
"ENSRNOG00000013577","Kdelr3","315131"
"ENSRNOG00000051170","Ddx17","315133"
"ENSRNOG00000021795","Fam227a","300074"
"ENSRNOG00000013892",NA,NA
"ENSRNOG00000014058","Tomm22","300075"
"ENSRNOG00000014440","Josd1","315134"
"ENSRNOG00000014634","Gtpbp1","300077"
"ENSRNOG00000015177","Sun2","315135"
"ENSRNOG00000015583","Dnal4","300078"
"ENSRNOG00000016156","Nptxr","81005"
"ENSRNOG00000046955","Cbx6","315136"
"ENSRNOG00000016875","Cbx7","362962"
"ENSRNOG00000017197","Pdgfb","24628"
"ENSRNOG00000016896","Rpl3","300079"
"ENSRNOG00000017108","Syngr1","29205"
"ENSRNOG00000061943",NA,NA
"ENSRNOG00000017285","Tab1","315139"
"ENSRNOG00000017434","Mgat3","29582"
"ENSRNOG00000017553","Mief1","315141"
"ENSRNOG00000017801","Atf4","79255"
"ENSRNOG00000017847","Rps19bp1","500907"
"ENSRNOG00000060407","Cacna1i","56827"
"ENSRNOG00000037185",NA,NA
"ENSRNOG00000018316","Grap2","366962"
"ENSRNOG00000018330","Sack1f","315145"
"ENSRNOG00000024907","Tnrc6b","192178"
"ENSRNOG00000032777",NA,NA
"ENSRNOG00000018655","Adsl","315150"
"ENSRNOG00000047506","Srek1ip1","361888"
"ENSRNOG00000018745","Sgsm3","362963"
"ENSRNOG00000018803","Mrtfa","315151"
"ENSRNOG00000036921","Tmsb10l2","103693420"
"ENSRNOG00000018895","Mchr1","83567"
"ENSRNOG00000018920","St13","81800"
"ENSRNOG00000019070",NA,NA
"ENSRNOG00000019196","Xpnpep3","685823"
"ENSRNOG00000058914","Rbx1","300084"
"ENSRNOG00000000190",NA,NA
"ENSRNOG00000024743","L3mbtl2","300320"
"ENSRNOG00000024631","Chadl","100910434"
"ENSRNOG00000031789","Rangap1","362965"
"ENSRNOG00000055925","Zc3h7b","315158"
"ENSRNOG00000019383","Tef","29362"
"ENSRNOG00000050500","Tob2","315159"
"ENSRNOG00000024177",NA,NA
"ENSRNOG00000024170","Phf5a","192246"
"ENSRNOG00000024128","Aco2","79250"
"ENSRNOG00000004471","Polr3h","300088"
"ENSRNOG00000005332","Csdc2","266600"
"ENSRNOG00000005358","Pmm1","300089"
"ENSRNOG00000005577","Desi1","315160"
"ENSRNOG00000006392","Xrcc6","25019"
"ENSRNOG00000006762","Snu13","300092"
"ENSRNOG00000007262","Ccdc134","500909"
"ENSRNOG00000007400","Srebf2","300095"
"ENSRNOG00000049407","Shisa8","315163"
"ENSRNOG00000023262","Cenpm","315164"
"ENSRNOG00000043197","Smim45","688613"
"ENSRNOG00000007686","Septin3","56003"
"ENSRNOG00000008064","Naga","315165"
"ENSRNOG00000008461",NA,NA
"ENSRNOG00000008569","Ndufa6","315167"
"ENSRNOG00000009585","Tcf20","366964"
"ENSRNOG00000022975","Nfam1","362966"
"ENSRNOG00000022932","Serhl2","500911"
"ENSRNOG00000022896","Rrp7a","362967"
"ENSRNOG00000022877","Poldip3","315170"
"ENSRNOG00000009592","Cyb5r3","25035"
"ENSRNOG00000046472","Arfgap3","503165"
"ENSRNOG00000009756","Pacsin2","124461"
"ENSRNOG00000010141","Ttll1","362969"
"ENSRNOG00000010539","Mcat","315173"
"ENSRNOG00000022623","Ttll12","300105"
"ENSRNOG00000010617","Scube1","315174"
"ENSRNOG00000010834","Mpped1","362971"
"ENSRNOG00000011094","Efcab6","315179"
"ENSRNOG00000046975","Sult4a1","58953"
"ENSRNOG00000022268","Pnpla3","362972"
"ENSRNOG00000011952","Samm50","300111"
"ENSRNOG00000055305","Parvb","362973"
"ENSRNOG00000052725",NA,NA
"ENSRNOG00000021671",NA,NA
"ENSRNOG00000029243","Btf3l6","500914"
"ENSRNOG00000012475",NA,NA
"ENSRNOG00000013067","Phf21b","300117"
"ENSRNOG00000013423","Nup50","25497"
"ENSRNOG00000031269","Kiaa0930","362974"
"ENSRNOG00000013764","Siral2","300120"
"ENSRNOG00000014137","Fbln1","315191"
"ENSRNOG00000014637","Atxn10","170821"
"ENSRNOG00000015750","Wnt7b","315196"
"ENSRNOG00000021463","Ppara","25747"
"ENSRNOG00000032846","Cdpf1","362975"
"ENSRNOG00000015916","Ttc38","300125"
"ENSRNOG00000016148","Gtse1","300126"
"ENSRNOG00000016465","Trmu","362976"
"ENSRNOG00000021285","Celsr1","300128"
"ENSRNOG00000016968","Gramd4","315203"
"ENSRNOG00000017022","Cerk","300129"
"ENSRNOG00000037087",NA,NA
"ENSRNOG00000017057","Tbc1d22a","689443"
"ENSRNOG00000049349","Tafa5","500915"
"ENSRNOG00000004538","Brd1","315210"
"ENSRNOG00000004588","Zbed4","315211"
"ENSRNOG00000004591","Alg12","315212"
"ENSRNOG00000004659","Creld2","362978"
"ENSRNOG00000053803",NA,NA
"ENSRNOG00000029698","Pim3","64534"
"ENSRNOG00000032871","Mlc1","315215"
"ENSRNOG00000055530","Panx2","362979"
"ENSRNOG00000029095","Trabd","300142"
"ENSRNOG00000060120","Selenoo","315216"
"ENSRNOG00000006028","Tubgcp6","362980"
"ENSRNOG00000031915","Hdac10","362981"
"ENSRNOG00000006984","Mapk11","689314"
"ENSRNOG00000007133","Plxnb2","315217"
"ENSRNOG00000029866","Dennd6b","362983"
"ENSRNOG00000026425","Ppp6r2","300146"
"ENSRNOG00000008392","Sbf1","300147"
"ENSRNOG00000030633","Lmf2","315218"
"ENSRNOG00000009598","Ncaph2","300149"
"ENSRNOG00000032394","Tymp","315219"
"ENSRNOG00000010438","Cpt1b","25756"
"ENSRNOG00000011404","Chkb","29367"
"ENSRNOG00000032828","Mapk8ip2","315220"
"ENSRNOG00000012953","Arsa","315222"
"ENSRNOG00000052296","Shank3","59312"
"ENSRNOG00000029762","Acr","24163"
"ENSRNOG00000013947","Rabl2","362987"
"ENSRNOG00000014296","Syt10","60567"
"ENSRNOG00000014511",NA,NA
"ENSRNOG00000026128","Cpne8","362988"
"ENSRNOG00000014844","Kif21a","300158"
"ENSRNOG00000015538","Abcd2","84356"
"ENSRNOG00000015741","Slc2a13","171147"
"ENSRNOG00000004048","Lrrk2","300160"
"ENSRNOG00000032420",NA,NA
"ENSRNOG00000004438","Cntn1","117258"
"ENSRNOG00000060211",NA,NA
"ENSRNOG00000022844","Pdzrn4","315250"
"ENSRNOG00000005234","Gxylt1","300173"
"ENSRNOG00000004773","Yaf2","690262"
"ENSRNOG00000004996","Zcrb1","362990"
"ENSRNOG00000022778","Pphln1","366975"
"ENSRNOG00000022772","Prickle1","315259"
"ENSRNOG00000033397","Adamts20","315263"
"ENSRNOG00000022570","Pus7l","315264"
"ENSRNOG00000005965","Irak4","300177"
"ENSRNOG00000022507","Twf1","315265"
"ENSRNOG00000006068","Tmem117","500921"
"ENSRNOG00000006235","Nell2","81734"
"ENSRNOG00000006885","Dbx2","541457"
"ENSRNOG00000006995","Ano6","315272"
"ENSRNOG00000004831","Arid2","366980"
"ENSRNOG00000005263","Scaf11","312030"
"ENSRNOG00000005291","Slc38a1","170567"
"ENSRNOG00000006305","Slc38a2","29642"
"ENSRNOG00000006653","Slc38a4","170573"
"ENSRNOG00000007032","Amigo2","300186"
"ENSRNOG00000022807","Pced1b","315283"
"ENSRNOG00000002475","Tpt1l1","500923"
"ENSRNOG00000045554","Faim2","246274"
"ENSRNOG00000053405","Rpap3","300189"
"ENSRNOG00000059961","Rapgef3","59326"
"ENSRNOG00000053196","Slc48a1","300191"
"ENSRNOG00000055597","Hdac7","84582"
"ENSRNOG00000053269","Tmem106c","315286"
"ENSRNOG00000058560","Col2a1","25412"
"ENSRNOG00000054297",NA,NA
"ENSRNOG00000022260","Senp1","300193"
"ENSRNOG00000057988","Pfkm","65152"
"ENSRNOG00000010099",NA,NA
"ENSRNOG00000021945","Ccdc184","500925"
"ENSRNOG00000032447","Zfp641","300197"
"ENSRNOG00000053541",NA,NA
"ENSRNOG00000055738",NA,NA
"ENSRNOG00000060185","Kansl2","300206"
"ENSRNOG00000053054","Ccnt1","315291"
"ENSRNOG00000054757","Adcy6","25289"
"ENSRNOG00000054274","Cacnb3","25297"
"ENSRNOG00000060154","Ddx23","300208"
"ENSRNOG00000059857","Rnd1","362993"
"ENSRNOG00000058916","Drc2","362994"
"ENSRNOG00000054775","Arf3","140940"
"ENSRNOG00000059605","Ddn","25113"
"ENSRNOG00000061499","Kmt2d","100362634"
"ENSRNOG00000054385","Rhebl1","359959"
"ENSRNOG00000061607","Lmbr1l","300215"
"ENSRNOG00000059545",NA,NA
"ENSRNOG00000053468",NA,NA
"ENSRNOG00000060728",NA,NA
"ENSRNOG00000021438",NA,NA
"ENSRNOG00000052880","Prph","24688"
"ENSRNOG00000060703","Troap","300219"
"ENSRNOG00000057315","Kcnh3","27150"
"ENSRNOG00000052307","Spats2","300221"
"ENSRNOG00000054838","Mcrs1","300222"
"ENSRNOG00000052539","Prpf40b","363000"
"ENSRNOG00000056297","Fmnl3","300225"
"ENSRNOG00000055579","Tmbim6","24822"
"ENSRNOG00000056678","Nckap5l","315297"
"ENSRNOG00000058430","Bcdin3d","363001"
"ENSRNOG00000053258",NA,NA
"ENSRNOG00000049033","Racgap1","315298"
"ENSRNOG00000059765","Asic1","79123"
"ENSRNOG00000061572","Smarcd1","363002"
"ENSRNOG00000056457","Gpd1","60666"
"ENSRNOG00000061425",NA,NA
"ENSRNOG00000052990","Cers5","366984"
"ENSRNOG00000059801","Lima1","300228"
"ENSRNOG00000057943",NA,NA
"ENSRNOG00000055307",NA,NA
"ENSRNOG00000056106","Dip2b","300231"
"ENSRNOG00000061088","Atf1","315305"
"ENSRNOG00000001376","Tmt1a","315306"
"ENSRNOG00000019550","Slc11a2","25715"
"ENSRNOG00000029855","Letmd1","681352"
"ENSRNOG00000019653","Csrnp2","315308"
"ENSRNOG00000032395","Tfcp2","315309"
"ENSRNOG00000004595",NA,NA
"ENSRNOG00000004628","Dazap2","300235"
"ENSRNOG00000031930","Bin2","366988"
"ENSRNOG00000004725",NA,NA
"ENSRNOG00000028879","Slc4a8","315311"
"ENSRNOG00000005309","Scn8a","29710"
"ENSRNOG00000006934","Acvr1b","29381"
"ENSRNOG00000007346","Tamalin","192254"
"ENSRNOG00000007607","Nr4a1","79240"
"ENSRNOG00000007756","Atg101","300240"
"ENSRNOG00000043203","Krt75","300247"
"ENSRNOG00000009563","Krt2","406228"
"ENSRNOG00000009614","Rpl4-ps1","300249"
"ENSRNOG00000028996","Krt1","300250"
"ENSRNOG00000010103",NA,NA
"ENSRNOG00000010588","Tns2","315326"
"ENSRNOG00000010793","Spryd3","315327"
"ENSRNOG00000011573","Csad","60356"
"ENSRNOG00000012192","Znf740","685834"
"ENSRNOG00000012499","Rarg","685072"
"ENSRNOG00000012832","Slc61a1","315329"
"ENSRNOG00000012835","Espl1","315330"
"ENSRNOG00000012985","Pfdn5","300257"
"ENSRNOG00000013343","Myg1","300258"
"ENSRNOG00000013445","Aaas","300259"
"ENSRNOG00000014084","Sp1","24790"
"ENSRNOG00000042094","Prr13","363004"
"ENSRNOG00000036852","Pcbp2","363005"
"ENSRNOG00000015134","Map3k12","25579"
"ENSRNOG00000042355","Tarbp2","363006"
"ENSRNOG00000015269","Atf7","315333"
"ENSRNOG00000015320","Atp5mc2","171082"
"ENSRNOG00000048982",NA,NA
"ENSRNOG00000016100",NA,NA
"ENSRNOG00000036842","Smug1","315344"
"ENSRNOG00000036841","Cbx5","300266"
"ENSRNOG00000036839","Hnrnpa1","29578"
"ENSRNOG00000036835","Copz1","315345"
"ENSRNOG00000036833","Zfp385a","685474"
"ENSRNOG00000057451","Itga5","315346"
"ENSRNOG00000036829","Nckap1l","315348"
"ENSRNOG00000036828","Pde1b","29691"
"ENSRNOG00000036827","Ppp1r1a","58977"
"ENSRNOG00000015447","Calcoco1","246047"
"ENSRNOG00000029876","Gucy1a2","66012"
"ENSRNOG00000005795","Aasdhppt","300328"
"ENSRNOG00000022252",NA,NA
"ENSRNOG00000022245","Msantd4","500941"
"ENSRNOG00000006957","Gria4","29629"
"ENSRNOG00000033697","Casp4","114555"
"ENSRNOG00000033199",NA,NA
"ENSRNOG00000029148","Pdgfd","66018"
"ENSRNOG00000061918",NA,NA
"ENSRNOG00000032070","Dync2h1","65209"
"ENSRNOG00000008390","Dcun1d5","315405"
"ENSRNOG00000010584","Tmem123","363013"
"ENSRNOG00000010602","Birc2","60371"
"ENSRNOG00000005933","Yap1","363014"
"ENSRNOG00000043410","Cfap300","654482"
"ENSRNOG00000021839","Cep126","315409"
"ENSRNOG00000006283",NA,NA
"ENSRNOG00000026821","Arhgap42","500943"
"ENSRNOG00000007038","Cntn5","114589"
"ENSRNOG00000047133","Jrkl","315417"
"ENSRNOG00000005713","Ccdc82","300359"
"ENSRNOG00000005879","Maml2","689844"
"ENSRNOG00000005923","Mtmr2","315422"
"ENSRNOG00000006792","Cep57","315423"
"ENSRNOG00000024863","Fam76b","367021"
"ENSRNOG00000008173","Sesn3","315427"
"ENSRNOG00000024757","Endod1","363015"
"ENSRNOG00000024726",NA,NA
"ENSRNOG00000008490","Cwc15","300361"
"ENSRNOG00000008990","Amotl1","315430"
"ENSRNOG00000009157","Fut4","60670"
"ENSRNOG00000009233","Ankrd49","315434"
"ENSRNOG00000009506","Mre11","64046"
