Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"56"	"PRDM16"	"127.8"	"Literature ChIP-seq,56;ARCHS4 Coexpression,259;Enrichr Queries,4;GTEx Coexpression,192"	"SEMA5A,ROBO2,NRP1,TENM2,TRIO,TENM4,KALRN,GLI3,ROBO1,EFNB1,CDH4,RELN,ZMIZ1,ERBB4,SLIT1,NCAM1,SLIT2,EPHB2,MYH10,EPHB1,PLXNA4,EPHA4,NTRK2,FZD3,BCL11B,UNC5C,PRKCA,ANK3,HSPG2,NELL2,ZEB2,NFASC,NFIB"
"gene_set_query"	"57"	"LHX2"	"128.3"	"ARCHS4 Coexpression,95;Enrichr Queries,164;ReMap ChIP-seq,162;GTEx Coexpression,92"	"NRP1,TRIO,TENM4,CXCR4,KALRN,ARHGAP35,GLI3,CDH4,ERBB4,NCAM1,SLIT2,NTRK2,LINGO1,EPHA4,FZD3,DSCAM,BCL11B,LMO4,DCC,TBR1,NELL2,ZEB2,NFIB,LHX6,CNTN2"
"gene_set_query"	"58"	"ETV1"	"128.8"	"ARCHS4 Coexpression,146;Enrichr Queries,73;ReMap ChIP-seq,270;GTEx Coexpression,26"	"RTN4R,SEMA5A,SPTBN4,NRP1,MYCBP2,CXCR4,CELSR3,ROBO1,RELN,MAP2,NCAM1,SLIT2,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,PTCH1,ANK3,L1CAM,DCLK1,NELL2,ZEB2,NFASC,NFIB,MDGA1,MET"
"gene_set_query"	"59"	"ZIC5"	"129.3"	"ARCHS4 Coexpression,196;Enrichr Queries,147;GTEx Coexpression,45"	"RTN4R,SPTBN4,CXCR4,LRP2,CELSR3,GLI3,RELN,SLIT2,MYH10,EPHA4,NTRK2,LINGO1,EPHA7,FZD3,SEMA6A,BCL11B,PTCH1,ANK3,UNC5D,L1CAM,NELL2,ENAH,ZEB2,VANGL2,NFIB,MDGA1"
"gene_set_query"	"60"	"BHLHE22"	"130.7"	"ARCHS4 Coexpression,110;ReMap ChIP-seq,151;GTEx Coexpression,131"	"CYFIP2,EPHA5,RTN4R,SPTBN4,SEMA4C,ANK3,KALRN,DCLK1,EFNB1,RELN,CHL1,MAP2,SLIT1,NCAM1,MDGA1,PLXNA4"
"gene_set_query"	"61"	"NKX63"	"131.5"	"ARCHS4 Coexpression,216;GTEx Coexpression,47"	"RTN4R,CHRNB2,SPTBN4,RELN,TENM3,ANK3,L1CAM,MDGA1,NEO1,CELSR3,NECTIN1"
"gene_set_query"	"62"	"TSHZ1"	"132.3"	"ARCHS4 Coexpression,184;Enrichr Queries,89;GTEx Coexpression,124"	"NRP1,NRP2,TENM4,LRP1,MYCBP2,CXCR4,GLI3,ARHGAP35,ROBO1,ZMIZ1,ZSWIM6,NCAM1,EPHA4,SEMA6A,BCL11B,LMO4,PTCH1,PRKCA,ANK3,L1CAM,NELL2,DIAPH1,ZEB2,NFASC,NFIB,MEGF8"
"gene_set_query"	"63"	"OTX1"	"134.0"	"ARCHS4 Coexpression,101;Enrichr Queries,134;GTEx Coexpression,167"	"EPHA4,NTRK2,EPHA7,FZD3,TENM3,BCL11B,TENM4,DLX5,CXCR4,TBR1,GLI3,NELL2,EFNB1,CDH4,VANGL2,ZMIZ1,NFIB,SLIT2,ATP7A,EPHB2,EPHB1,EPHB3"
"gene_set_query"	"64"	"MYCN"	"134.2"	"Literature ChIP-seq,99;ARCHS4 Coexpression,260;Enrichr Queries,170;ReMap ChIP-seq,121;GTEx Coexpression,21"	"SEMA5A,LAMA5,NRP1,CXCR4,CHL1,ZMIZ1,ERBB4,PLXNA1,NCAM1,SLIT3,MYH10,CHRNB2,EPHA4,NTRK2,FZD3,SEMA6A,BCL11B,PTCH1,UNC5C,ANK3,NELL2,ZEB2,NFIB,DCX,CNTN2,MDGA2,DSCAML1,MET"
"gene_set_query"	"65"	"BARHL1"	"136.0"	"ARCHS4 Coexpression,93;Enrichr Queries,271;GTEx Coexpression,44"	"RTN4R,SPTBN4,EPHA7,BCL11B,CXCR4,ANK3,L1CAM,CELSR3,NELL2,CDH4,NFASC,RELN,VANGL2,LHX6,CNTN2,SLIT3,NCAM1,MEGF8,MDGA1,EPHB1,NECTIN1"
"gene_set_query"	"66"	"ZNF883"	"136.0"	"ARCHS4 Coexpression,182;GTEx Coexpression,90"	"ENAH,KLF7,FZD3,SEMA6A,MAP2,NFIB,DCX,NCAM1,MEGF8,MDGA2,DSCAML1"
"gene_set_query"	"67"	"SP8"	"136.7"	"ARCHS4 Coexpression,80;Enrichr Queries,82;GTEx Coexpression,248"	"ROBO2,TENM3,TENM4,DLX5,CXCR4,LRP2,GLI3,EFNB1,CDH4,SLIT2,MYH10,EPHB3,EPHA4,EPHA7,FZD3,SEMA6A,BCL11B,UNC5D,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,NOVA2,DCX"
"gene_set_query"	"68"	"NR2E1"	"138.3"	"ARCHS4 Coexpression,264;Enrichr Queries,53;GTEx Coexpression,98"	"NTRK2,EPHA4,FZD3,DSCAM,TENM4,BCL11B,DCC,DLX5,CXCR4,TBR1,LRP2,GLI3,NELL2,CDH4,ZEB2,RELN,ERBB4,NFIB,MAP2,DCX,LHX6,SLIT3,SLIT2,EPHB1"
"gene_set_query"	"69"	"EN2"	"139.7"	"ARCHS4 Coexpression,76;Enrichr Queries,309;GTEx Coexpression,34"	"RTN4R,SPTBN4,DLX5,CXCR4,CELSR3,CDH4,RELN,CHL1,MAP2,NCAM1,EPHB2,EPHA4,NTRK2,FZD3,SEMA6A,BCL11B,DCC,PTCH1,ANK3,L1CAM,DCLK1,NELL2,VANGL2,NFIB,NOVA2,MDGA1"
"gene_set_query"	"70"	"LMX1B"	"142.3"	"ARCHS4 Coexpression,238;Enrichr Queries,35;GTEx Coexpression,154"	"SEMA5A,TENM4,DLX5,LRP2,GLI3,ROBO1,CDH4,RELN,ERBB4,SLIT1,NCAM1,PLXNA4,EPHB3,EPHA4,NTRK2,LINGO1,SEMA6A,BCL11B,SEMA4C,ANK3,DCLK1,NELL2,NFASC,VANGL2,NFIB,CNTN2"
"gene_set_query"	"71"	"BCL11B"	"143.8"	"Literature ChIP-seq,54;ARCHS4 Coexpression,192;Enrichr Queries,71;GTEx Coexpression,258"	"ROBO2,CYFIP2,NRP1,TENM2,TENM4,DLX5,MYCBP2,CXCR4,ROBO1,CDH4,SLIT1,NCAM1,EPHB3,EPHA5,EPHA4,NTRK2,EPHA7,BCL11B,PRKCA,ANK3,DCLK1,NELL2,ZEB2,VANGL2,NFIB,DCX,NECTIN1"
"gene_set_query"	"72"	"ARX"	"144.7"	"ARCHS4 Coexpression,170;Enrichr Queries,69;GTEx Coexpression,195"	"ROBO2,EPHA5,EPHA4,NTRK2,FZD3,TENM4,BCL11B,DLX5,CXCR4,TBR1,GLI3,DCLK1,NELL2,EFNB1,CDH4,RELN,NFIB,MAP2,DCX,LHX6,SLIT3,NCAM1,SLIT2,DSCAML1"
"gene_set_query"	"73"	"SALL1"	"145.5"	"Literature ChIP-seq,161;ARCHS4 Coexpression,75;Enrichr Queries,84;GTEx Coexpression,262"	"NRP1,TENM4,CXCR4,LRP2,GLI3,ROBO1,NCAM1,SLIT2,NEO1,MYH10,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,PTCH1,UNC5C,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,CNTN2,MEGF8,DSCAML1"
"gene_set_query"	"74"	"ZBED6"	"147.0"	"ARCHS4 Coexpression,147"	"SZT2,TRIO,BMPR2,DSCAM,TAOK1,SPG11,ARHGAP35"
"gene_set_query"	"75"	"ZNF229"	"149.0"	"ARCHS4 Coexpression,145;Enrichr Queries,153"	"ROBO2,SEMA5A,EPHA5,NRP1,EPHA7,FZD3,SEMA6A,ANK3,GLI3,ROBO1,NELL2,ENAH,NFASC,NFIB,MAP2,SLIT1,MET"
"gene_set_query"	"76"	"ZNF286B"	"149.5"	"ARCHS4 Coexpression,225;GTEx Coexpression,74"	"ENAH,SPTBN4,FZD3,TRIO,RELN,NFIB,DCX,ANK3,UNC5D,L1CAM,MDGA1"
"gene_set_query"	"77"	"LHX6"	"153.7"	"ARCHS4 Coexpression,165;Enrichr Queries,203;GTEx Coexpression,93"	"CHRNB2,EPHA5,NRP1,NTRK2,EPHA4,BCL11B,DLX5,CXCR4,HSPG2,KALRN,DCLK1,NELL2,NFIB,MAP2,NOVA2,SLIT1,DCX,SLIT2,PLXNA4"
"gene_set_query"	"78"	"PBX3"	"155.0"	"ARCHS4 Coexpression,40;ENCODE ChIP-seq,33;Enrichr Queries,104;ReMap ChIP-seq,85;GTEx Coexpression,513"	"NRP1,LAMA5,NRP2,TRIO,MYCBP2,CXCR4,KALRN,GLI3,CELSR3,ROBO1,ZMIZ1,CHL1,MAP2,ZSWIM6,SLIT3,NCAM1,SLIT2,EPHB2,MYH10,EPHB3,EPHA4,SZT2,EPHA7,FZD3,SEMA6A,LMO4,DCC,PRKCA,ANK3,DCLK1,ENAH,NELL2,ZEB2,VANGL2,NFIB,NOVA2,CTNNB1,CNTN2"
"gene_set_query"	"79"	"DZIP1"	"155.3"	"ARCHS4 Coexpression,73;Enrichr Queries,92;GTEx Coexpression,301"	"SEMA5A,NRP1,EPHA4,NTRK2,FZD3,TENM3,TENM4,MYCBP2,ANK3,KALRN,ARHGAP35,DCLK1,ROBO1,ENAH,NELL2,ZEB2,MAP2,NFIB,SLIT1,NCAM1,SLIT2,MEGF8,MYH10,NEO1"
"gene_set_query"	"80"	"RARB"	"156.0"	"Literature ChIP-seq,143;ARCHS4 Coexpression,131;Enrichr Queries,21;GTEx Coexpression,329"	"ROBO2,SEMA5A,NRP1,NRP2,BMPR2,TENM4,LRP1,CXCR4,KALRN,GLI3,ROBO1,CRKL,RELN,ERBB4,SLIT1,NCAM1,SLIT3,SLIT2,NEO1,MYH10,EPHB3,EPHA4,NTRK2,EPHA7,SEMA6A,PRKCA,ANK3,DCLK1,NELL2,ENAH,ZEB2,NFIB,CTNNB1,MET"
"gene_set_query"	"81"	"ZNF365"	"156.0"	"ARCHS4 Coexpression,244;Enrichr Queries,215;GTEx Coexpression,9"	"CHRNB2,SEMA5A,LINGO1,NRP1,EPHA4,NTRK2,SPTBN4,TENM4,LMO4,MYCBP2,TBR1,ANK3,KALRN,DCLK1,NELL2,NFASC,MAP2,ZMIZ1,DCX,PLXNA1,MDGA2"
"gene_set_query"	"82"	"PKNOX2"	"161.7"	"ARCHS4 Coexpression,350;Enrichr Queries,44;GTEx Coexpression,91"	"ROBO2,SEMA5A,NRP1,SPTBN4,TENM4,KALRN,ROBO1,CDH4,RELN,SLIT1,NCAM1,SLIT2,EPHB1,PLXNA4,CHRNB2,LINGO1,EPHA4,NTRK2,SEMA6A,TBR1,ANK3,DCLK1,NELL2,ZEB2,NFIB,NOVA2,MEGF8"
"gene_set_query"	"83"	"SOX10"	"162.3"	"ARCHS4 Coexpression,389;Enrichr Queries,233;ReMap ChIP-seq,19;GTEx Coexpression,8"	"SEMA5A,NRP2,TRIO,CXCR4,ARHGAP35,RELN,CHL1,MAP2,PLXNA1,NCAM1,EPHB3,NTRK2,SEMA6A,PTCH1,SEMA4C,PRKCA,L1CAM,DCLK1,ENAH,ZEB2,NFASC,NFIB,CNTN2,MDGA2,MEGF8,MDGA1"
"gene_set_query"	"84"	"TSHZ3"	"164.7"	"ARCHS4 Coexpression,134;Enrichr Queries,160;GTEx Coexpression,200"	"ROBO2,NRP1,EPHA4,NRP2,TRIO,BMPR2,TENM4,BCL11B,LRP1,SEMA4C,HSPG2,GLI3,DCLK1,ROBO1,NELL2,ZEB2,NFIB,ZMIZ1,SLIT1,NCAM1,SLIT3,SLIT2"
"gene_set_query"	"85"	"LHX8"	"165.0"	"ARCHS4 Coexpression,127;Enrichr Queries,167;GTEx Coexpression,201"	"ROBO2,NTRK2,NRP1,EPHA4,EPHA7,FZD3,TENM4,BCL11B,DCC,DLX5,TBR1,ROBO1,ENAH,CDH4,RELN,ERBB4,NFIB,MAP2,DCX,LHX6,SLIT2"
"gene_set_query"	"86"	"CXXC5"	"166.0"	"ARCHS4 Coexpression,175;GTEx Coexpression,157"	"RTN4R,SPTBN4,LINGO1,RELN,ZMIZ1,NCAM1,ANK3,MEGF8,MDGA1,CELSR3,ARHGAP35"
"gene_set_query"	"87"	"TCF7L2"	"166.3"	"Literature ChIP-seq,50;ARCHS4 Coexpression,279;ENCODE ChIP-seq,1;Enrichr Queries,148;ReMap ChIP-seq,197;GTEx Coexpression,323"	"ROBO2,LAMA5,NRP1,NRP2,TRIO,BMPR2,LRP1,CXCR4,PTPRJ,LRP2,PSEN1,GLI3,ROBO1,ZMIZ1,MAP2,SLIT3,ZSWIM6,NCAM1,MYH10,NEO1,EPHB1,EPHB3,EPHA5,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,LMO4,PTCH1,PRKCA,ANK3,HSPG2,NELL2,ENAH,KLF7,DIAPH1,ZEB2,NFIB,CTNNB1,MET"
"gene_set_query"	"88"	"ST18"	"173.7"	"ARCHS4 Coexpression,143;Enrichr Queries,2;GTEx Coexpression,376"	"ROBO2,SEMA5A,NRP1,TENM2,TENM4,MYCBP2,CXCR4,ROBO1,RELN,ERBB4,MAP2,SLIT3,NCAM1,EPHB1,EPHA5,CHRNB2,EPHA4,NTRK2,EPHA7,BCL11B,DCC,UNC5C,ANK3,DCLK1,NELL2,ZEB2,NFASC,NFIB,DCX,CNTN2,DSCAML1,MET"
"gene_set_query"	"89"	"EMX1"	"175.3"	"ARCHS4 Coexpression,313;Enrichr Queries,200;GTEx Coexpression,13"	"CYFIP2,CHRNB2,EPHA5,LINGO1,EPHA4,BCL11B,LMO4,DLX5,CXCR4,TBR1,LRP2,KALRN,NELL2,CDH4,NFIB,LHX6,SLIT3"
"gene_set_query"	"90"	"MYT1L"	"179.3"	"ARCHS4 Coexpression,97;Enrichr Queries,6;GTEx Coexpression,435"	"CYFIP2,ROBO2,SPTBN4,TENM2,TRIO,TENM4,KALRN,ROBO1,CDH4,RELN,MAP2,CHL1,SLIT1,NCAM1,MYH10,PLXNA4,CHRNB2,EPHA5,EPHA4,NTRK2,DSCAM,BCL11B,DCC,PRKCA,TBR1,UNC5D,ANK3,DCLK1,NELL2,NFASC,NFIB,DCX"
"gene_set_query"	"91"	"ZNF804A"	"181.7"	"ARCHS4 Coexpression,41;Enrichr Queries,75;GTEx Coexpression,429"	"CYFIP2,ROBO2,NRP1,TENM2,TENM4,CXCR4,KALRN,ROBO1,CDH4,RELN,MAP2,ERBB4,ZMIZ1,CHL1,NCAM1,SLIT2,EPHB1,PLXNA4,CHRNB2,EPHA5,EPHA4,EPHA7,DCC,ANK3,UNC5D,DCLK1,NELL2,ZEB2,DCX"
"gene_set_query"	"92"	"UNCX"	"181.7"	"ARCHS4 Coexpression,83;Enrichr Queries,434;GTEx Coexpression,28"	"RTN4R,SPTBN4,LINGO1,BCL11B,TENM4,DLX5,DCC,CXCR4,TBR1,ANK3,L1CAM,KALRN,CELSR3,CDH4,NFASC,RELN,SLIT1,LHX6,CNTN2,NCAM1,MDGA1"
"gene_set_query"	"93"	"DLX2"	"182.3"	"ARCHS4 Coexpression,108;Enrichr Queries,292;GTEx Coexpression,147"	"EPHA5,LINGO1,NRP1,EPHA4,FZD3,BCL11B,DLX5,CXCR4,UNC5D,ROBO1,NELL2,ENAH,KLF7,CDH4,MAP2,NFIB,DCX,PLXNA1,LHX6,SLIT2"
"gene_set_query"	"94"	"KCNIP3"	"183.5"	"ARCHS4 Coexpression,365;GTEx Coexpression,2"	"CHRNB2,LINGO1,SPTBN4,DSCAM,LMO4,MAP2,NOVA2,DCX,TBR1,MEGF8,MDGA2"
"gene_set_query"	"95"	"SOX13"	"184.5"	"ARCHS4 Coexpression,337;Enrichr Queries,249;ReMap ChIP-seq,87;GTEx Coexpression,65"	"LAMA5,NRP1,EPHA4,SEMA6A,LRP1,LMO4,PTCH1,SEMA4C,CXCR4,ANK3,HSPG2,NELL2,KLF7,NFIB,ZMIZ1,SLIT3,MYH10,NECTIN1"
"gene_set_query"	"96"	"TEAD1"	"186.5"	"ARCHS4 Coexpression,221;Enrichr Queries,106;ReMap ChIP-seq,54;GTEx Coexpression,365"	"SEMA5A,LAMA5,NRP1,EPHA4,NRP2,TENM3,TRIO,BMPR2,LRP1,MYCBP2,PRKCA,ANK3,HSPG2,ARHGAP35,GLI3,ROBO1,ENAH,NELL2,ZEB2,ZMIZ1,NFIB,PLXNA1,CTNNB1,MET"
"gene_set_query"	"97"	"VSX2"	"188.7"	"ARCHS4 Coexpression,198;Enrichr Queries,268;GTEx Coexpression,100"	"ROBO2,CHRNB2,NTRK2,BCL11B,DLX5,CXCR4,TBR1,CELSR3,CDH4,RELN,ERBB4,NOVA2,DCX,CNTN2,LHX6,NCAM1,MDGA2,EPHB2,DSCAML1,MDGA1"
"gene_set_query"	"98"	"PRDM8"	"192.7"	"ARCHS4 Coexpression,399;Enrichr Queries,173;GTEx Coexpression,6"	"EPHA5,LINGO1,NRP1,EPHA4,SPTBN4,NRP2,EPHA7,TENM2,TENM4,BCL11B,LMO4,CXCR4,PRKCA,TBR1,L1CAM,NELL2,ZEB2,NFIB,ZMIZ1,PLXNA1,SLIT2,PLXNA4"
"gene_set_query"	"99"	"FOXP1"	"193.4"	"Literature ChIP-seq,83;ARCHS4 Coexpression,565;Enrichr Queries,125;ReMap ChIP-seq,61;GTEx Coexpression,133"	"LAMA5,NRP1,NRP2,TRIO,LRP1,MYCBP2,ROBO1,ZMIZ1,MYH10,EPHA4,EPHA7,BCL11B,LMO4,PTCH1,PRKCA,ANK3,HSPG2,ENAH,NELL2,KLF7,ZEB2,NFIB,NOVA2,CTNNB1,MET"
"gene_set_query"	"100"	"SOX3"	"194.3"	"ARCHS4 Coexpression,118;Enrichr Queries,283;GTEx Coexpression,182"	"EPHA4,LINGO1,FZD3,SEMA6A,DSCAM,TENM4,PTCH1,CXCR4,LRP2,GLI3,NELL2,EFNB1,CDH4,VANGL2,ERBB4,ZMIZ1,MDGA2,DSCAML1,NEO1,MYH10"
"gene_set_query"	"101"	"TFAP2B"	"194.3"	"ARCHS4 Coexpression,116;Enrichr Queries,43;GTEx Coexpression,424"	"ROBO2,TENM2,TENM4,DLX5,CXCR4,LRP2,GLI3,CELSR3,ROBO1,RELN,ERBB4,CHL1,NCAM1,SLIT2,EPHB3,EPHA4,NTRK2,LINGO1,EPHA7,SEMA6A,BCL11B,DCC,DCLK1,NELL2,ZEB2,VANGL2,NFIB,CNTN2,MEGF8,MDGA1,NECTIN1"
"gene_set_query"	"102"	"ATOH7"	"194.7"	"ARCHS4 Coexpression,115;Enrichr Queries,163;GTEx Coexpression,306"	"CHRNB2,RTN4R,ROBO2,EPHA5,SPTBN4,LINGO1,EPHA4,NTRK2,TENM4,BCL11B,LMO4,CXCR4,TBR1,KALRN,NELL2,NFASC,RELN,PLXNA1,CNTN2,SLIT3,NCAM1"
"gene_set_query"	"103"	"ZNF532"	"196.3"	"ARCHS4 Coexpression,16;Enrichr Queries,176;GTEx Coexpression,397"	"NRP1,TRIO,TENM3,TENM4,MYCBP2,CXCR4,KALRN,GLI3,CELSR3,ROBO1,RELN,MAP2,NCAM1,NEO1,MYH10,EPHA4,FZD3,SEMA6A,ANK3,L1CAM,DCLK1,ENAH,NELL2,KLF7,ZEB2,NFASC,VANGL2,NFIB,NOVA2"
"gene_set_query"	"104"	"THRA"	"196.8"	"Literature ChIP-seq,126;ARCHS4 Coexpression,360;Enrichr Queries,204;GTEx Coexpression,97"	"CHRNB2,NTRK2,NRP1,EPHA4,SPTBN4,LMO4,PTCH1,PRKCA,ANK3,CDH4,ZEB2,NFASC,ZMIZ1,NFIB,DCX,CTNNB1,NCAM1,MEGF8,PLXNA4"
"gene_set_query"	"105"	"HOXA2"	"197.5"	"Literature ChIP-seq,88;ARCHS4 Coexpression,68;Enrichr Queries,453;GTEx Coexpression,181"	"LAMA5,NTRK2,NRP2,EPHA7,TRIO,PTCH1,CXCR4,HSPG2,GLI3,ROBO1,NELL2,EFNB1,ZEB2,VANGL2,NFIB,ZMIZ1,CHL1,SLIT1,ZSWIM6,SLIT2,EPHB2,NEO1"
"gene_set_query"	"106"	"ASCL1"	"198.3"	"ARCHS4 Coexpression,248;Enrichr Queries,114;ReMap ChIP-seq,88;GTEx Coexpression,343"	"LAMA5,SPTBN4,DLX5,CXCR4,CELSR3,ERBB4,MAP2,SLIT3,NCAM1,EPHB1,EPHA4,NTRK2,SEMA6A,DSCAM,BCL11B,DCC,SEMA4C,ANK3,L1CAM,NELL2,NFASC,ZEB2,NFIB,NOVA2,DCX,CNTN2,DSCAML1"
"gene_set_query"	"107"	"CUX2"	"198.3"	"ARCHS4 Coexpression,99;Enrichr Queries,25;GTEx Coexpression,471"	"TENM4,CXCR4,KALRN,ROBO1,CDH4,RELN,ZMIZ1,CHL1,MAP2,SLIT1,SLIT3,NCAM1,EPHB1,PLXNA4,CHRNB2,LINGO1,EPHA4,NTRK2,SEMA6A,BCL11B,TBR1,PRKCA,ANK3,DCLK1,NELL2,NFASC,NFIB,DCX"
"gene_set_query"	"108"	"SKOR1"	"198.5"	"ARCHS4 Coexpression,357;GTEx Coexpression,40"	"RTN4R,SPTBN4,RELN,CNTN2,NCAM1,ANK3,L1CAM,MDGA1,CELSR3"
"gene_set_query"	"109"	"LHX9"	"201.3"	"ARCHS4 Coexpression,38;Enrichr Queries,88;GTEx Coexpression,478"	"ROBO2,NRP1,TENM4,DLX5,CXCR4,KALRN,CELSR3,RELN,MAP2,NCAM1,SLIT2,EPHB1,EPHA5,EPHA4,NTRK2,FZD3,EPHA7,BCL11B,DCC,TBR1,DCLK1,NELL2,KLF7,ZEB2,NFASC,NFIB,NOVA2,DCX,LHX6,CNTN2,MDGA1"
"gene_set_query"	"110"	"NEUROD2"	"201.8"	"Literature ChIP-seq,25;ARCHS4 Coexpression,677;Enrichr Queries,70;GTEx Coexpression,35"	"RTN4R,ROBO2,SEMA5A,SPTBN4,NRP2,TENM2,TRIO,MYCBP2,PSEN1,KALRN,CELSR3,GLI3,ROBO1,CRKL,CDH4,RELN,SLIT3,EPHB1,EPHB3,EPHA5,EPHA4,NTRK2,LINGO1,EPHA6,BCL11B,LMO4,TBR1,PRKCA,ANK3,L1CAM,NELL2,NFIB,NOVA2,DCX,CNTN2,LHX6,MDGA1"
"gene_set_query"	"111"	"ZNF354C"	"202.0"	"ARCHS4 Coexpression,58;Enrichr Queries,186;GTEx Coexpression,362"	"ROBO2,SEMA5A,TENM2,TRIO,BMPR2,TENM3,LRP1,TENM4,GLI3,ROBO1,MAP2,SLIT1,NCAM1,SLIT2,NEO1,MYH10,NTRK2,FZD3,SEMA6A,ANK3,HSPG2,DCLK1,ENAH,NELL2,NFIB,TAOK1"
"gene_set_query"	"112"	"SATB2"	"202.0"	"ARCHS4 Coexpression,10;Enrichr Queries,17;GTEx Coexpression,579"	"ROBO2,SEMA5A,NRP1,TRIO,BMPR2,TENM4,MYCBP2,CXCR4,KALRN,ROBO1,CDH4,CHL1,MAP2,NCAM1,ZSWIM6,SLIT2,EPHB2,NEO1,PLXNA4,EPHA5,EPHA4,NTRK2,SEMA6A,EPHA6,BCL11B,LMO4,PRKCA,TBR1,ANK3,UNC5D,DCLK1,NELL2,KLF7,ZEB2,NFIB,DCX,MET"
"gene_set_query"	"113"	"OTX2"	"202.5"	"ARCHS4 Coexpression,594;Enrichr Queries,96;ReMap ChIP-seq,70;GTEx Coexpression,50"	"RTN4R,SPTBN4,NRP1,TENM4,CXCR4,LRP2,CELSR3,ARHGAP35,GLI3,RELN,ZSWIM6,SLIT2,EPHA5,EPHA4,NTRK2,LINGO1,FZD3,SEMA6A,BCL11B,PTCH1,TBR1,ANK3,L1CAM,DCLK1,NELL2,ENAH,ZEB2,NFIB,MDGA1"
"gene_set_query"	"114"	"GTF2I"	"203.0"	"ARCHS4 Coexpression,203"	"TRIO,CTNNB1,MEGF8,NEO1,MYH10,ARHGAP35"
"gene_set_query"	"115"	"SOX5"	"203.3"	"ARCHS4 Coexpression,1;Enrichr Queries,1;GTEx Coexpression,608"	"ROBO2,SEMA5A,NRP1,TENM2,TENM3,TENM4,KALRN,GLI3,ROBO1,RELN,ZMIZ1,ERBB4,CHL1,MAP2,SLIT1,NCAM1,SLIT2,NEO1,PLXNA4,EPHA5,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,EPHA6,BCL11B,DCC,PTCH1,UNC5C,PRKCA,ANK3,DCLK1,NELL2,ENAH,ZEB2,NFIB,NOVA2,TAOK1,DCX,MET"
"gene_set_query"	"116"	"SOX9"	"203.6"	"Literature ChIP-seq,36;ARCHS4 Coexpression,37;Enrichr Queries,566;ReMap ChIP-seq,181;GTEx Coexpression,198"	"LAMA5,SPTBN4,NRP1,TENM2,TENM4,DLX5,CXCR4,ARHGAP35,GLI3,ROBO1,EFNB1,CDH4,ERBB4,ZMIZ1,MAP2,NCAM1,SLIT3,ZSWIM6,SLIT2,EPHB2,NEO1,EPHB1,SPG11,EPHB3,NTRK2,EPHA4,FZD3,DSCAM,LMO4,PTCH1,PRKCA,ANK3,ENAH,VANGL2,NFIB,CTNNB1,MEGF8"
"gene_set_query"	"117"	"HIVEP3"	"205.0"	"ARCHS4 Coexpression,443;Enrichr Queries,108;GTEx Coexpression,64"	"CYFIP2,NRP1,EPHA4,SZT2,TRIO,BCL11B,TENM4,DLX5,MYCBP2,PTPRJ,PRKCA,ANK3,KALRN,NELL2,KLF7,ZEB2,VANGL2,ZMIZ1,NFIB,NCAM1,EPHB2,EPHB3,NECTIN1"
"gene_set_query"	"118"	"NFIB"	"205.8"	"Literature ChIP-seq,117;ARCHS4 Coexpression,48;Enrichr Queries,146;GTEx Coexpression,512"	"ROBO2,NRP1,NRP2,TENM4,MYCBP2,KALRN,ROBO1,MAP2,SLIT3,NCAM1,SLIT2,MYH10,EPHA5,EPHA4,NTRK2,EPHA7,SEMA6A,BCL11B,PRKCA,ANK3,DCLK1,ENAH,NELL2,KLF7,ZEB2,NOVA2,DCX,CTNNB1"
"gene_set_query"	"119"	"DLX6"	"206.3"	"ARCHS4 Coexpression,130;Enrichr Queries,138;GTEx Coexpression,351"	"ROBO2,EPHA5,NTRK2,FZD3,SEMA6A,BCL11B,DLX5,TBR1,GLI3,NELL2,KLF7,CDH4,ZEB2,ERBB4,NFIB,MAP2,NOVA2,DCX,SLIT1,LHX6,SLIT2"
"gene_set_query"	"120"	"TLX3"	"207.0"	"ARCHS4 Coexpression,139;Enrichr Queries,429;GTEx Coexpression,53"	"RTN4R,SPTBN4,LINGO1,BCL11B,DLX5,CXCR4,TBR1,ANK3,L1CAM,CELSR3,RELN,LHX6,PLXNA1,CNTN2,NCAM1,SLIT2,MEGF8,MDGA1"
"gene_set_query"	"121"	"ZFHX2"	"208.0"	"ARCHS4 Coexpression,60;Enrichr Queries,74;GTEx Coexpression,490"	"CYFIP2,NRP1,LAMA5,TRIO,TENM4,KALRN,ARHGAP35,CELSR3,ROBO1,CDH4,ZMIZ1,MAP2,NCAM1,EPHA4,LINGO1,FZD3,BCL11B,DCC,PTCH1,ANK3,HSPG2,NELL2,NFASC,NFIB,NOVA2,MDGA1,NECTIN1"
"gene_set_query"	"122"	"CSRNP2"	"208.5"	"ARCHS4 Coexpression,18;GTEx Coexpression,399"	"CHRNB2,SPTBN4,LINGO1,TRIO,BMPR2,L1CAM,KALRN,ARHGAP35,CELSR3,DCLK1,ROBO1,NFASC,CHL1,MAP2,NCAM1,MEGF8,NEO1,PLXNA4"
